question,document
What anime is like a slice of life with love problems and friendship stuff in school and work?,1142
"Looking for a feel-good but emotional anime about young adults figuring out their future, any ideas?",1142
"Anyone know anime similar to a campus story with romance, career stress, and personal growth?",1142
"Any good anime with a group of friends dealing with love, jobs, and life after college?",1142
Any anime about a deadly game world with lots of training and fights?,138
What’s a good adventure show where two kids enter a dangerous game to get stronger?,138
"Any recommendations for an anime with powers, quests, and a big game challenge?",138
"Looking for an action fantasy OVA with a survival game vibe, any ideas?",138
What should I watch if I want more of that game-based adventure with battles and leveling up?,138
Any good romance anime about two students who seem totally different but end up getting close?,42897
Looking for a school romance where the main couple hides their real selves from everyone else?,42897
Any slice of life romance with shy vibes and a sweet slow-burn relationship?,42897
What anime should I watch if I want a high school love story with awkward but cute characters?,42897
"Can someone recommend a romcom anime with secret sides, school drama, and a lot of heart?",42897
Any good anime about a kid solving crime cases in secret?,235
"Looking for a mystery show with a smart main character and hidden identity, any recs?",235
What anime should I watch if I like detective stories with a lot of weird cases?,235
Any long-running mystery anime where the lead is trapped in a younger body?,235
"Need recommendations for an anime with investigations, crime groups, and lots of suspense.",235
Any anime like this with a young girl using magic to catch things?,232
Looking for a kids' fantasy series with cute vibes and a magical tool?,232
Any recommendations for a school-age heroine dealing with weird powers and secret missions?,232
What anime should I watch if I want a sweet magical adventure with a girl lead?,232
Any other shows about collecting enchanted items and fighting the chaos they cause?,232
Any anime about two guys getting close through manga and school life?,44055
Anyone know a short romance series with awkward flirting between classmates?,44055
"Looking for a BL anime where one guy is shy and the other is super pushy, any recs?",44055
"What’s a good boys love show with lots of cute, slow-burn school moments?",44055
Can someone suggest a teen romance anime with a quiet lead and a bold upperclassman?,44055
Any recommendations for a school romance anime with weird supernatural problems?,57433
"Looking for a light novel anime about college life, drama, and odd mystery stuff. Any picks?",57433
"What’s a good anime with romance, emotions, and some paranormal cases?",57433
Any shows like a slice-of-life romance but with strange psychological twists?,57433
"Can someone suggest an anime about friends, campus life, and supernatural events?",57433
Any recs for an action fantasy with a guy training to get revenge and protect his city?,55655
What’s the name of that anime/web novel where the main guy goes through a lot after a family tragedy and becomes a sword fighter?,55655
"Looking for a Chinese fantasy series about a dude who wants to get stronger after his life gets ruined, any ideas?",55655
"Anyone know an adventure anime with wars, a broken engagement, and a hero who vows to defend his home?",55655
"What should I watch if I want a serious action-fantasy story with revenge, swords, and city defense?",55655
Any recs for a weird romance movie with a college guy chasing a girl around town?,34537
What anime is like a night-time comedy about two students and random crazy events?,34537
Anyone know a short anime movie with a girl wandering the city and a guy trying to bump into her?,34537
"Looking for a romance anime with a surreal feel, lots of talking, and a one-night setting?",34537
"Any anime movie suggestions where fate, bookstores, and a campus crush are part of the story?",34537
Any anime about a girl getting into a weird but competitive card game at school?,10800
